"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"CB8",11,14,1.0583444106715,0.0551280000000001,0.190522961101953,1.98876807901227,1,1,0.079454246089576,0.0962131282428635,0.205444398154124,0.0308,0.972,0.976,486,0.972,0.944872,0.986,0.999759541984733,2.04869084816216,0,0.01
"CB9",11,12.2,1.08929614040592,0.081976,0.262935783850831,1.98876807901227,1,1,0.109652738730321,0.0990269218550832,0.21265503216281,0.0462,0.958,0.97,479,0.958,0.918024,0.986,0.999746564885496,2.04869084816216,0,0.01
"CC1",58,84.25,6.42508352608584,0.84436,2.80679838073495,16.9787193852669,3,0.994172413793103,0.691254223601882,0.110777302173894,0.404713396751581,0.451438596491228,0.356,0.498,178,0.356,0.15564,0.298,0.996748091603052,2.03547769008219,0,0.272
"CC10",49,60,4.5839598078404,0.781848,2.58532329101772,13.4547867383819,2,0.998040816326531,0.664296676871956,0.0935502001600083,0.42685607487878,0.466375,0.454,0.5,227,0.454,0.218152,0.604,0.997149618320611,2.03934708348451,0,0.238
"CC11",61,71,18.7125748502994,0.94656,3.41444122771851,18.2206596587496,8,0.996065573770492,0.830587690241658,0.306763522136056,0.403043970688231,0.5261,0.148,0.24,74,0.148,0.05344,0.316,0.99547786259542,2.02484912636893,0,0.556
"CC12",67,77.1111111111111,15.5588747821758,0.935728,3.42925149514398,20.8068199007886,6,0.992119402985075,0.815577214688453,0.232222011674265,0.485611370893447,0.549151515151515,0.168,0.304,84,0.168,0.064272,0.372,0.994886259541985,2.05470871907229,0,0.454
"CC2",56,64.2727272727273,7.8874305906108,0.873216,3.0009117799206,16.1695142712059,5,0.998035714285714,0.745503004576612,0.140846974832336,0.419306966874657,0.496872727272727,0.33,0.39,165,0.33,0.126784,0.526,0.996365648854962,2.03469766811362,0,0.304
"CC3",82,113.230769230769,24.2341993020551,0.958736,3.70863751425563,27.8830373143265,10,0.960975609756098,0.841586973474202,0.29553901587872,0.444468346282847,0.533827160493827,0.128,0.2,64,0.128,0.041264,0.294,0.99382900763359,2.03361036242279,0,0.548
"CC4",70,77.2857142857143,11.985808802378,0.916568,3.18792313041034,22.151546426412,4,0.974714285714286,0.750365234932587,0.171225840033971,0.454963012661153,0.438840579710145,0.198,0.322,99,0.198,0.083432,0.536,0.995764122137405,2.05691305215979,0,0.256
"CC5",68,91.0769230769231,6.75274161309492,0.851912,2.82033532186093,21.2512086742678,2,0.980294117647059,0.668403880007424,0.099305023721984,0.455112464714156,0.411701492537313,0.278,0.528,139,0.278,0.148088,0.352,0.996419847328244,2.06018350067968,0,0.586
"CC6",77,82.7142857142857,18.0661945367828,0.944648,3.58929760773942,25.425500955994,8,0.932935064935065,0.826302575543939,0.234625903075101,0.495229550423291,0.53471052631579,0.18,0.246,90,0.18,0.055352,0.396,0.994142748091603,2.05299195880174,0,0.478
"CC7",52,73.375,8.06972240154939,0.87608,2.76425680981764,14.5959186261464,3,0.994115384615385,0.69959157336163,0.155186969260565,0.358686833430648,0.397490196078431,0.27,0.436,135,0.27,0.12392,0.678,0.99734427480916,2.04218621477727,0,0.176
"CC8",42,45.6,5.97343018254803,0.832592,2.50046623481756,10.9220489157017,2,1,0.668990705488295,0.142224528155905,0.36938295387067,0.398146341463415,0.342,0.522,171,0.342,0.167408,0.61,0.997867175572519,2.0321546110813,0,0.174
"CC9",62,137.6,5.37888893670123,0.814088,2.62424516663189,18.6422139060713,2,1,0.63585163985476,0.0867562731726006,0.414918615232775,0.378885245901639,0.39,0.542,195,0.39,0.185912,0.298,0.997060305343511,2.05655022013131,0,0.634
"CD1",23,26.5,1.39254043937436,0.281888,0.842223657669417,4.97915920071674,1,1,0.268609539571368,0.0605452364945374,0.335893743606272,0.161,0.846,0.882,423,0.846,0.718112,0.912,0.999435114503817,2.04563148027514,0,0.0740000000000001
"CD10",26,33,1.70800027328004,0.41452,1.21224555082216,5.82414534638328,1,1,0.372071710176613,0.0656923182030786,0.336792052518796,0.24384,0.762,0.804,381,0.762,0.58548,0.844,0.999188549618321,2.05418867742535,0,0.14
"CD11",22,24.5,1.68987427335406,0.40824,1.11311335422676,4.7056775666431,1,1,0.36010937119851,0.0768124669706392,0.295473522442461,0.219428571428571,0.764,0.836,382,0.764,0.59176,0.926,0.999367938931298,2.03846808426468,0,0.052
"CD12",24,33,1.31305279522679,0.238416,0.746872068771261,5.25676062752235,1,1,0.23500925680969,0.0547105331344496,0.343117189484065,0.133565217391304,0.872,0.892,436,0.872,0.761584,0.92,0.999454961832061,2.05891639826833,0,0.052
"CD2",20,21.5,1.77736069046908,0.437368,1.2185640743376,4.17128013640499,1,1,0.406766681086611,0.0888680345234541,0.304923256764313,0.267368421052632,0.746,0.784,373,0.746,0.562632,0.926,0.99927786259542,1.9788544654808,0,0.05
"CD3",23,53.3333333333333,2.36912929760055,0.577904,1.14559365493256,4.97915920071674,2,1,0.36536302606225,0.103005621634806,0.25356752560633,0.131181818181818,0.468,0.918,234,0.468,0.422096,0.492,0.999386259541984,2.05553949773595,0,0.0359999999999999
"CD4",19,19.3333333333333,2.18211018783604,0.541728,1.42220079389118,3.91048181046976,1,1,0.483012486913144,0.11484790462295,0.30250955901069,0.319444444444444,0.666,0.75,333,0.666,0.458272,0.752,0.999232824427481,2.01865483914838,0,0.234
"CD5",31,31.1428571428571,1.9041235700032,0.474824,1.47655593460895,7.31199795604009,1,1,0.429982945970334,0.0614233409678451,0.478272873450679,0.287266666666667,0.722,0.754,361,0.722,0.525176,0.828,0.998735877862595,2.05321286644792,0,0.15
"CD6",29,55,4.78322427581984,0.790936,2.06607205597587,6.7051154650831,2,1,0.613570105001487,0.164938768131719,0.240411795407188,0.322,0.388,0.572,194,0.388,0.209064,0.664,0.998796183206107,2.03394136317292,0,0.33
"CD7",21,26.6,2.3854051372085,0.580784,1.20842187238431,4.43636598748698,1,1,0.396916724084949,0.113590720819453,0.255885469470214,0.1571,0.536,0.898,268,0.536,0.419216,0.404,0.999389312977099,2.05425976911467,0,0.0459999999999999
"CD8",12,15.3333333333333,2.28820385150472,0.562976,1.01783150156016,2.21191499768339,1,1,0.409605528500235,0.19068365429206,0.162481561653472,0.171636363636364,0.52,0.926,260,0.52,0.437024,0.54,0.999551908396947,2.01656317023258,0,0.0539999999999999
"CD9",22,29.2,1.39752247216135,0.284448,0.824372237255289,4.7056775666431,1,1,0.26669715789883,0.0635237487346069,0.30312856693661,0.160761904761905,0.844,0.892,422,0.844,0.715552,0.92,0.999479389312977,2.05494671836565,0,0.0680000000000001
"CE10",31,31,9.54417042070703,0.895224,2.74598896015025,7.31199795604009,3,1,0.799650318022065,0.307876465184098,0.472505695347785,0.526533333333333,0.224,0.392,112,0.224,0.104776,0.742,0.99762748091603,1.89166766219228,0,0.182
"CE11",20,20,4.91971032745592,0.796736,2.19373704726118,4.17128013640499,2,0.9962,0.732287416544949,0.245985516372796,0.454518108709401,0.494736842105263,0.408,0.544,204,0.408,0.203264,0.394,0.998557251908397,1.87588647410006,0,0.146
"CE12",36,38,9.17565881230272,0.891016,2.74909802043049,8.8963555969873,3,1,0.767150409316628,0.254879411452853,0.376464786616092,0.4816,0.218,0.412,109,0.218,0.108984,0.512,0.997596183206107,1.98493745423282,0,0.246
"CE2",49,49.2,24.6499704200355,0.959432,3.5077985353541,13.4547867383819,9,1,0.901325926342757,0.503060620817051,0.562829672664668,0.63875,0.104,0.18,52,0.104,0.040568,0.454,0.995096946564885,1.97174611761217,0,0.374
"CE3",35,37.5,14.172335600907,0.92944,3.00365986609359,8.57188206196835,5,1,0.844828639600279,0.404923874311629,0.380026160175648,0.568235294117647,0.166,0.268,83,0.166,0.07056,0.476,0.997058778625954,1.85965966739388,0,0.35
"CE4",44,46.1428571428571,15.5627490039841,0.935744,3.11459959286596,11.6271251604,6,1,0.823055896815882,0.353698840999638,0.39276402414274,0.502883720930233,0.122,0.234,61,0.122,0.064256,0.638,0.99673358778626,1.98724276673304,0,0.316
"CE5",41,41,17.3250173250173,0.94228,3.21498229700444,10.5750911470184,7,1,0.865738496319972,0.422561398171154,0.50291103497412,0.57715,0.152,0.226,76,0.152,0.05772,0.496,0.996354961832061,1.941422330905,0,0.348
"CE6",34,34.1666666666667,13.7710697366971,0.927384,2.99955729322652,8.25119379193406,6,1,0.850609934034756,0.405031462844034,0.414449844307042,0.591515151515152,0.188,0.288,94,0.188,0.072616,0.486,0.997035877862595,1.76828208247615,0,0.294
"CE7",41,50,14.1306805335745,0.929232,3.04673191504742,10.5750911470184,5,1,0.820431611483796,0.344650744721329,0.339427074606597,0.53165,0.156,0.288,78,0.156,0.070768,0.566,0.996925190839694,1.95790516921286,0,0.34
"CE9",31,31,12.4390486615584,0.919608,2.86918766201145,7.31199795604009,5,1,0.835526602505679,0.401259634243818,0.423702175657978,0.545933333333333,0.172,0.296,86,0.172,0.080392,0.504,0.997451908396947,1.95220306518572,0,0.428
"CF1",68,75.5833333333333,19.3918709277071,0.948432,3.53689007572579,21.2512086742678,8,0.976588235294118,0.838223395441855,0.285174572466281,0.472808547718034,0.549373134328358,0.152,0.248,76,0.152,0.051568,0.43,0.99467786259542,2.04506311299514,0,0.404
"CF10",59,86.2727272727273,8.62842548491751,0.884104,2.84774314280743,17.388945567756,3,1,0.698397790819471,0.146244499744365,0.369884070501046,0.391275862068965,0.264,0.41,132,0.264,0.115896,0.574,0.997049618320611,2.05635689092196,0,0.242
"CF11",66,87.0833333333333,12.5741877074741,0.920472,3.1907756573298,20.3662684625684,4,0.986393939393939,0.761584391506807,0.190517995567789,0.405917070021391,0.458769230769231,0.184,0.334,92,0.184,0.079528,0.612,0.996019083969466,2.05340618253722,0,0.268
"CF12",67,92.0909090909091,7.46090485854124,0.865968,2.97126832533941,20.8068199007886,3,1,0.706655300232098,0.111356788933451,0.433838164353053,0.44169696969697,0.328,0.452,164,0.328,0.134032,0.576,0.996223664122137,2.05342389958262,0,0.306
"CF2",54,60.5625,7.24721706864564,0.862016,2.72366385646485,15.3752619859277,3,0.998037037037037,0.682796377391068,0.134207723493438,0.400240009690324,0.403622641509434,0.274,0.486,137,0.274,0.137984,0.672,0.997213740458015,2.0540740770841,0,0.216
"CF3",50,77.1428571428571,8.10635538261997,0.87664,2.71825613525209,13.8314503561302,3,0.99412,0.69484666411224,0.162127107652399,0.336052223234047,0.373469387755102,0.278,0.414,139,0.278,0.12336,0.66,0.997551908396947,2.04154063743469,0,0.142
"CF4",72,78,20.311992200195,0.950768,3.61735335296678,23.067382512027,9,0.972388888888889,0.845834875180537,0.282111002780486,0.50379545636334,0.559661971830986,0.16,0.234,80,0.16,0.049232,0.386,0.994153435114503,2.05026685012007,0,0.504
"CF5",64,122.666666666667,6.82575219789221,0.853496,2.73125275224223,19.4966321024201,3,0.9960625,0.656727466845701,0.106652378092066,0.38562566108089,0.348825396825397,0.332,0.452,166,0.332,0.146504,0.71,0.997080916030535,2.05720008289657,0,0.224
"CF6",59,94.1,9.69142502713599,0.896816,2.90240235691054,17.388945567756,3,1,0.71180274781988,0.164261441137898,0.353904989907787,0.394068965517241,0.22,0.376,110,0.22,0.103184,0.666,0.996997709923664,2.04100932014143,0,0.256
"CF7",82,91,28.8483729517655,0.965336,3.84721370353221,27.8830373143265,12,0.941268292682927,0.873033539842732,0.351809426241043,0.495279773812206,0.575703703703704,0.122,0.18,61,0.122,0.034664,0.292,0.992964122137405,2.02863836696683,0,0.552
"CF8",56,75.25,2.88910460869967,0.653872,2.06211567685777,16.1695142712059,1,0.996071428571429,0.512282114778688,0.0515911537267799,0.456220596503371,0.310981818181818,0.574,0.688,287,0.574,0.346128,0.772,0.997791603053435,2.05855481974741,0,0.188
"CF9",80,119.545454545455,11.602004826434,0.913808,3.34164300725371,26.887963010414,5,0.9507,0.762579346463146,0.145025060330425,0.462061971747086,0.471898734177215,0.25,0.328,125,0.25,0.086192,0.538,0.994903816793894,2.05701938684015,0,0.342
"CG1",16,19,1.57621305356602,0.365568,0.957915115002601,3.1545409769796,1,1,0.345494846501708,0.0985133158478765,0.255204254847342,0.220266666666667,0.792,0.856,396,0.792,0.634432,0.88,0.999509160305343,2.01178902262384,0,0.096
"CG10",20,21.5,3.20850124489848,0.688328,1.74907960654006,4.17128013640499,1,1,0.583857116332039,0.160425062244924,0.263398699438121,0.355789473684211,0.52,0.696,260,0.52,0.311672,0.694,0.999063358778626,1.94408644472447,0,0.078
"CG11",15,16,1.93843529502985,0.48412,1.18596195662255,2.91166705097707,1,1,0.437939428205523,0.129229019668657,0.23669892624985,0.270714285714286,0.706,0.814,353,0.706,0.51588,0.888,0.999445038167939,1.98115614600558,0,0.0680000000000001
"CG12",18,18.3333333333333,2.5878309835828,0.613576,1.4989667124851,3.65403978254341,1,1,0.518606891445744,0.143768387976822,0.276390893609155,0.287058823529412,0.594,0.73,297,0.594,0.386424,0.756,0.999260305343511,1.96929101665519,0,0.0680000000000001
"CG2",23,68.5,2.24803970937343,0.555168,1.29645464598186,4.97915920071674,1,1,0.413476969402631,0.0977408569292794,0.229678844836074,0.216363636363636,0.632,0.836,316,0.632,0.444832,0.724,0.999370229007634,2.03501017573667,0,0.054
"CG3",27,54.5,3.93106484684571,0.745616,1.88146443470066,6.11385018962284,2,1,0.570860910655944,0.145594994327619,0.257644280003892,0.290846153846154,0.43,0.614,215,0.43,0.254384,0.698,0.998915267175572,2.02861337160268,0,0.226
"CG4",28,33.1428571428571,2.5922316003401,0.614232,1.63527416960111,6.40751711355849,1,1,0.490748441341953,0.0925797000121465,0.289185439186063,0.279407407407407,0.602,0.706,301,0.602,0.385768,0.76,0.999041984732824,2.04501570714994,0,0.104
"CG5",33,63.3333333333333,3.07344299377935,0.674632,1.84277243552351,7.9343056342081,1,1,0.527032303842816,0.0931346361751318,0.294451081256005,0.3026875,0.546,0.662,273,0.546,0.325368,0.724,0.99882748091603,2.0277028084009,0,0.114
"CG6",20,22.5,1.49847754681244,0.332656,0.918300047188422,4.17128013640499,1,1,0.306536086450408,0.0749238773406219,0.279779037948158,0.195789473684211,0.814,0.858,407,0.814,0.667344,0.88,0.999478625954198,2.03263980869448,0,0.0900000000000001
"CG7",25,37,3.01066981382018,0.667848,1.67703481067413,5.5384363942988,1,1,0.521000157172202,0.120426792552807,0.264189596237991,0.285416666666667,0.528,0.742,264,0.528,0.332152,0.838,0.999087786259542,2.03988547433164,0,0.092
"CG8",19,31,2.01629163642229,0.50404,1.27039859279922,3.91048181046976,1,1,0.431456926697413,0.106120612443279,0.209608779800178,0.294111111111111,0.694,0.774,347,0.694,0.49596,0.842,0.999366412213741,1.94728775011826,0,0.112
"CG9",31,36.625,2.57365809466944,0.611448,1.55648965355253,7.31199795604009,1,1,0.453260178581794,0.0830212288603045,0.330944854556733,0.2338,0.578,0.806,289,0.578,0.388552,0.852,0.999023664122137,2.05098590716839,0,0.104
"CH10",23,30,1.86483664031031,0.46376,1.27098292309803,4.97915920071674,1,1,0.405353298577653,0.0810798539265352,0.280452553579738,0.254545454545455,0.726,0.8,363,0.726,0.53624,0.96,0.999267175572519,2.02085597717763,0,0.03
"CH2",19,19.25,1.99451110543784,0.498624,1.37220566028395,3.91048181046976,1,1,0.466032976058622,0.104974268707254,0.334643060941189,0.306777777777778,0.702,0.762,351,0.702,0.501376,0.236,0.999181679389313,1.9500531338524,0,0.052
"CH4",23,23,11.4322297420889,0.912528,2.68021159532325,4.97915920071674,5,1,0.854797174144688,0.497053467047343,0.390333248270126,0.576909090909091,0.184,0.29,92,0.184,0.087472,0.876,0.997880152671756,1.82365147998672,0,0.0640000000000001
"CH6",59,80,20.6134564643799,0.951488,3.44772961895749,17.388945567756,7,1,0.845542111234433,0.349380618040338,0.419475542562525,0.554689655172414,0.102,0.2,51,0.102,0.048512,0.158,0.995335114503817,2.03227673187543,0,0.816
"CI1",21,22,3.12734550913185,0.68024,1.80602376918172,4.43636598748698,1,1,0.593204289383459,0.148921214720564,0.292054226003623,0.3831,0.544,0.634,272,0.544,0.31976,0.666,0.998964122137405,1.92568184336585,0,0.12
"CI10_1",17,17,4.49704993524248,0.777632,1.86374177411678,3.40203082832597,2,1,0.657819072477093,0.264532349131911,0.264366138607797,0.369375,0.316,0.622,158,0.316,0.222368,0.878,0.999042748091603,1.91973738719895,0,0.018
"CI11_1",28,35.2,4.49381650848433,0.777472,1.9661007488642,6.40751711355849,2,1,0.590030036530028,0.160493446731583,0.262509285291783,0.285037037037037,0.374,0.616,187,0.374,0.222528,0.81,0.998884732824427,2.04656597840719,0,0.076
"CI12_1",18,21,6.78941936885558,0.852712,2.18938930473132,3.65403978254341,3,1,0.757476715149241,0.377189964936421,0.257558934379007,0.455058823529412,0.236,0.44,118,0.236,0.147288,0.582,0.998725190839695,1.93084768104762,0,0.142
"CI2",41,41.625,6.1905705229794,0.838464,2.60759908803448,10.5750911470184,3,0.998048780487805,0.702180822452342,0.150989524950717,0.380323970857722,0.44435,0.362,0.492,181,0.362,0.161536,0.682,0.997638931297709,2.01054313517629,0,0.214
"CI3",27,29,6.63517171824407,0.849288,2.41292340337156,6.11385018962284,2,1,0.73211251086491,0.245747100675706,0.340477316170732,0.459153846153846,0.272,0.51,136,0.272,0.150712,0.752,0.99825496183206,1.92485378206825,0,0.132
"CI5",35,48.75,3.035970174629,0.670616,1.95038048369652,8.57188206196835,1,1,0.54857652470725,0.0867420049894001,0.341212614575608,0.337941176470588,0.558,0.642,279,0.558,0.329384,0.812,0.998558015267176,2.04376464737963,0,0.134
"CI6",55,59.0909090909091,10.8591781773955,0.907912,3.14069517774818,15.7705219969817,6,0.992145454545455,0.783736972339119,0.197439603225373,0.432470639999494,0.499259259259259,0.26,0.342,130,0.26,0.092088,0.576,0.996202290076335,2.01458833565195,0,0.3
"CI7",53,61.0769230769231,3.66214513813611,0.726936,2.38572252628432,14.983729049146,1,1,0.600893480436775,0.0690970780780399,0.437334260595735,0.394653846153846,0.512,0.572,256,0.512,0.273064,0.176,0.99738320610687,2.04545401035825,0,0.278
"CI8_1",32,41.1666666666667,5.13494639115968,0.805256,2.19132327432412,7.6212341912171,2,1,0.632282244170394,0.16046707472374,0.275369444258278,0.369806451612903,0.32,0.6,160,0.32,0.194744,0.456,0.998560305343512,1.98716258178725,0,0.14
"CI9_1",43,46.5,6.28203839581868,0.840816,2.71484043289571,11.2727283541363,3,1,0.721801645588617,0.14609391618183,0.422156407906802,0.484809523809524,0.37,0.466,185,0.37,0.159184,0.488,0.997241221374046,2.03285931007287,0,0.348
"CJ1_1",43,81.25,6.6348195329087,0.84928,2.5695734655627,11.2727283541363,3,1,0.683179141370644,0.154298128672295,0.305086538381051,0.37552380952381,0.342,0.43,171,0.342,0.15072,0.648,0.997877099236641,2.04134304824103,0,0.202
"CJ10_1",21,21,8.2058688373925,0.878136,2.46232699940138,4.43636598748698,3,1,0.808772820620961,0.390755658923452,0.476249437632472,0.5083,0.22,0.394,110,0.22,0.121864,0.484,0.998266412213741,1.86880325576745,0,0.148
"CJ11_1",19,19.25,7.80274656679151,0.87184,2.27000367667833,3.91048181046976,3,1,0.770946075887422,0.410670871936395,0.249533538769917,0.466333333333333,0.178,0.352,89,0.178,0.12816,0.662,0.998597709923664,1.88722910155691,0,0.142
"CJ12_1",17,20,3.12304809494066,0.6798,1.53414162574597,3.40203082832597,1,1,0.541484681682879,0.183708711467098,0.222423032632737,0.27675,0.504,0.692,252,0.504,0.3202,0.936,0.999292366412214,2.0325036652663,0,0.026
"CJ2_1",27,28.25,6.87757909215956,0.8546,2.32929286081089,6.11385018962284,3,1,0.706737910737306,0.254725151561465,0.271292359176054,0.391692307692308,0.24,0.474,120,0.24,0.1454,0.508,0.998496946564886,2.02222593910324,0,0.194
"CJ3_1",25,28.5,4.6568810073765,0.785264,2.08733859773731,5.5384363942988,2,1,0.648468195514433,0.18627524029506,0.244953916781492,0.4,0.414,0.556,207,0.414,0.214736,0.654,0.998761832061068,1.97683187111649,0,0.178
"CJ4_1",17,27,2.86381964809384,0.650816,1.61165176006186,3.40203082832597,1,1,0.568842358251253,0.168459979299638,0.232956435671492,0.357875,0.56,0.722,280,0.56,0.349184,0.292,0.999184732824427,1.82089126648099,0,0.072
"CJ5_1",22,22.6,3.09031125614972,0.676408,1.78656370180833,4.7056775666431,1,1,0.577980965569492,0.140468693461351,0.290582257916753,0.36647619047619,0.546,0.65,273,0.546,0.323592,0.264,0.998987786259542,1.96977230466508,0,0.102
"CJ6_1",28,35,7.71604938271605,0.8704,2.3810462980042,6.40751711355849,3,1,0.714555871565941,0.275573192239859,0.253758411548083,0.375703703703704,0.208,0.404,104,0.208,0.1296,0.632,0.998435877862595,2.0370693787177,0,0.106
"CJ7_1",25,28.75,5.65073911667646,0.823032,2.19769271344472,5.5384363942988,3,1,0.682751629145155,0.226029564667058,0.257892912057179,0.39375,0.348,0.478,174,0.348,0.176968,0.676,0.99866106870229,1.9600708697409,0,0.0780000000000001
"CJ8_1",20,20.3333333333333,6.74181543606062,0.851672,2.25242702615473,4.17128013640499,3,1,0.751878612798252,0.337090771803031,0.299852531025382,0.454736842105263,0.264,0.45,132,0.264,0.148328,0.66,0.998622900763359,1.89645104895552,0,0.19
"CJ9_1",20,26,5.0709939148073,0.8028,2.15091069865592,4.17128013640499,2,1,0.717991630174677,0.253549695740365,0.279091295707008,0.473684210526316,0.396,0.508,198,0.396,0.1972,0.724,0.99868320610687,1.81970603078232,0,0.0499999999999999
"CK1_1",18,18,7.75289958444458,0.871016,2.33774971194719,3.65403978254341,3,1,0.808805893415174,0.430716643580255,0.40860756620909,0.525411764705882,0.202,0.4,101,0.202,0.128984,0.718,0.998504580152672,1.79899069654771,0,0.112
"CK10_1",33,38.25,11.602004826434,0.913808,2.78521424723846,7.9343056342081,5,1,0.796570348633911,0.351575903831334,0.302687879125069,0.47925,0.168,0.318,84,0.168,0.086192,0.64,0.997688549618321,1.97930820866,0,0.21
"CK11_1",25,25.75,8.99086528087463,0.888776,2.51408647703351,5.5384363942988,3,1,0.781044878342411,0.359634611234985,0.303776245543808,0.479166666666667,0.18,0.348,90,0.18,0.111224,0.518,0.998227480916031,1.93367204101256,0,0.366
"CK12_1",39,44.625,4.74491345277862,0.789248,2.2687791259351,9.89236318240489,2,1,0.619282366473059,0.121664447507144,0.350034679906301,0.353263157894737,0.398,0.596,199,0.398,0.210752,0.25,0.998261832061069,2.04582041215287,0,0.326
"CK2_1",10,11,1.49616383592469,0.331624,0.651739039889624,1.77097289332648,1,1,0.283046668664987,0.149616383592469,0.166766080590591,0.146666666666667,0.8,0.968,400,0.8,0.668376,0.02,0.999689312977099,2.02324609515548,0,0.176
"CK3_1",18,24,2.04255041014412,0.510416,1.27831095903721,3.65403978254341,1,1,0.442265239945349,0.113475022785785,0.285352435164845,0.238823529411765,0.682,0.83,341,0.682,0.489584,0.104,0.999322900763359,2.04467889403458,0,0.188
"CK4_1",27,29,8.35170708892898,0.880264,2.53355638667864,6.11385018962284,3,1,0.76871413534195,0.309322484775147,0.309090871478473,0.470692307692308,0.258,0.388,129,0.258,0.119736,0.502,0.99817251908397,1.9394652149857,0,0.128
"CK5_1",34,56.6666666666667,2.2873664178012,0.562816,1.62715852431576,8.25119379193406,1,1,0.461427160653935,0.0672754828765059,0.299438440980807,0.312242424242424,0.654,0.7,327,0.654,0.437184,0.816,0.998867175572519,1.99793653903747,0,0.15
"CK6_1",32,39.5,3.56694441273827,0.719648,1.98745929893449,7.6212341912171,2,1,0.573459534908289,0.111467012898071,0.305712211325088,0.347870967741935,0.492,0.664,246,0.492,0.280352,0.768,0.998680152671755,2.02512165162048,0,0.1
"CK8_1",26,39.75,2.83440284800798,0.647192,1.66257546972736,5.82414534638328,1,1,0.51029042581316,0.109015494154153,0.253410855510972,0.29632,0.564,0.724,282,0.564,0.352808,0.704,0.999090839694656,2.02543268299424,0,0.0860000000000001
"CK9_1",37,39.8,10.7259310108117,0.906768,2.76787640209906,9.22460118343268,4,1,0.766529860013402,0.289890027319236,0.303632778195737,0.442222222222222,0.184,0.348,92,0.184,0.093232,0.66,0.997696946564886,2.00206949940434,0,0.218
"CL1_1",16,16,3.75567106330559,0.733736,1.74295223136372,3.1545409769796,2,1,0.628637135173699,0.234729441456599,0.299713825333575,0.3488,0.36,0.714,180,0.36,0.266264,0.814,0.999087786259542,1.74354574727917,0,0.15
"CL10_1",22,22.25,4.79533509801665,0.791464,2.06244410065388,4.7056775666431,2,1,0.667232537816847,0.217969777182575,0.299385197681323,0.383809523809524,0.392,0.55,196,0.392,0.208536,0.814,0.998812213740458,1.98145407282014,0,0.122
"CL11_1",16,17,2.41191679851812,0.585392,1.35064480445692,3.1545409769796,1,1,0.48714214034811,0.150744799907382,0.234783508672366,0.257066666666667,0.612,0.774,306,0.612,0.414608,0.834,0.999388549618321,2.02765502059529,0,0.144
"CL12_1",23,24.5,3.07556036709888,0.674856,1.73416524106759,4.97915920071674,1,1,0.553075566925804,0.133720015960821,0.294583228073082,0.306272727272727,0.536,0.686,268,0.536,0.325144,0.77,0.999035877862595,1.97936034290782,0,0.168
"CL2_1",18,32,2.18627022299956,0.5426,1.27191877160149,3.65403978254341,1,1,0.440053694867019,0.121459456833309,0.210676590320611,0.234117647058824,0.654,0.78,327,0.654,0.4574,0.824,0.99941679389313,2.03638278078914,0,0.174
"CL4_1",17,18,2.71220274257941,0.631296,1.35798716473163,3.40203082832597,1,1,0.479309885921773,0.159541337798789,0.219151180558462,0.2185,0.534,0.798,267,0.534,0.368704,0.858,0.999393893129771,2.04226837122485,0,0.138
"CL5_1",25,25.25,7.22543352601156,0.8616,2.45380874081623,5.5384363942988,3,1,0.762318546698426,0.289017341040462,0.347407630463277,0.50625,0.256,0.486,128,0.256,0.1384,0.718,0.998226717557252,1.75598053796254,0,0.156
"CL6_1",24,24,6.68234790976157,0.850352,2.31718951457348,5.25676062752235,3,1,0.729122172961992,0.278431162906732,0.35620583527883,0.418086956521739,0.266,0.448,133,0.266,0.149648,0.588,0.998477099236641,2.03936376994695,0,0.372
"CL7_1",12,12.3333333333333,1.98239632067243,0.49556,1.06278642408724,2.21191499768339,1,1,0.427696720187824,0.165199693389369,0.196162710511683,0.245090909090909,0.686,0.83,343,0.686,0.50444,0.87,0.999548854961832,2.01656317023258,0,0.128
"CL8_1",26,59,2.84854837974568,0.648944,1.53431996591522,5.82414534638328,1,1,0.470925262038721,0.109559553067142,0.260781042406788,0.20896,0.54,0.738,270,0.54,0.351056,0.798,0.999196946564885,2.05110147306988,0,0.188
"CL9_1",17,39.5,1.98374912715038,0.495904,1.05992218924687,3.40203082832597,1,1,0.374106027514828,0.116691125126493,0.193193504734355,0.176,0.684,0.824,342,0.684,0.504096,0.84,0.999525954198473,2.0301882194966,0,0.154
"CM1_1",28,31,5.29930473121926,0.811296,2.2473186813075,6.40751711355849,2,1,0.674423996019782,0.189260883257831,0.292266936308152,0.394962962962963,0.38,0.51,190,0.38,0.188704,0.63,0.998530534351145,1.98904862842019,0,0.09
"CM10_1",24,26.5,3.40163822897107,0.706024,1.82165744648236,5.25676062752235,1,1,0.57319905317114,0.141734926207128,0.285782809766062,0.316173913043478,0.502,0.644,251,0.502,0.293976,0.704,0.998974045801527,2.04454869824926,0,0.08
"CM11_1",20,30,4.61646415777228,0.783384,1.99199096556874,4.17128013640499,2,1,0.664942920017863,0.230823207888614,0.242913158377086,0.410526315789474,0.396,0.58,198,0.396,0.216616,0.61,0.998913740458015,1.94065346639032,0,0.112
